"Associate","Location_Name","Type","Ref_No","Location Ref","Id","Notes","Address","City","State","Postal_Code","Address Country","Region","Country","Alternate Factor Region","Group Level 1","Group Level 2","Group Level 3","Group_Associate","Report_Percent","Effective_From","Effective_To","Group_Type","Latitude","Longitude","ANZSIC Code","Opened On","Closed On"
"Downer","_CLOSED_Bitumen_Mt Maunganui","Other","L9.DNZJ.3040","5019","","Storage and sale of Bitumen, Production and sale of Cutback Bitumen, Polymer Modified Bitumen and Bitumen Emulsions - New facilities established for more granular reporting and to reflect new structure for FY17. See facility named ""NZ-Products"" for historical data.","198 Totara Street, Mt Maunganui","Tauranga","Bay of Plenty","3116","New Zealand","Tauranga","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",1899/12/31,,"Classification","-37.6638657","176.186895","170",2017/07/01,
"Downer","_CLOSED_Bitumen_Taranaki","Other","L9.DNZJ.3045","5020","","Storage and sale of Bitumen, Production and sale of Cutback Bitumen, Polymer Modified Bitumen and Bitumen Emulsions - New facilities established for more granular reporting and to reflect new structure for FY17. See facility named ""NZ-Products"" for historical data.","1 Wharf Street, Port Taranaki","New Plymouth","Taranaki","9230","New Zealand","New Plymouth","New Zealand",,"Bitumen Plants","Bitumen Plants","Bitumen Plants","Downer","100.0000",,,"Portfolio","-39.0577994","174.031262999999","170",2017/07/01,
"Downer","_CLOSED_Bitumen_Taranaki","Other","L9.DNZJ.3045","5020","","Storage and sale of Bitumen, Production and sale of Cutback Bitumen, Polymer Modified Bitumen and Bitumen Emulsions - New facilities established for more granular reporting and to reflect new structure for FY17. See facility named ""NZ-Products"" for historical data.","1 Wharf Street, Port Taranaki","New Plymouth","Taranaki","9230","New Zealand","New Plymouth","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",1899/12/31,,"Classification","-39.0577994","174.031262999999","170",2017/07/01,
"Downer","_CLOSED_Bitumen_Transport","Other","L9.DNZJ.3010","5021","","Transport of Bitumen to customers - New facilities established for more granular reporting and to reflect new structure for FY17. See facility named ""NZ-Products"" for historical data.","9 Owens Place, Mt Maunganui","Tauranga","Bay of Plenty","7201","New Zealand","Tauranga","New Zealand",,"Bitumen Plants","Bitumen Plants","Bitumen Plants","Downer","100.0000",,,"Portfolio","-37.6782938","176.222364299999","461",2017/07/01,
"Downer","_CLOSED_Bitumen_Transport","Other","L9.DNZJ.3010","5021","","Transport of Bitumen to customers - New facilities established for more granular reporting and to reflect new structure for FY17. See facility named ""NZ-Products"" for historical data.","9 Owens Place, Mt Maunganui","Tauranga","Bay of Plenty","7201","New Zealand","Tauranga","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",1899/12/31,,"Classification","-37.6782938","176.222364299999","461",2017/07/01,
"Downer","_CLOSED_BO_Auckland","Other","","7020","","",,,,,"","Auckland","New Zealand",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,2017/06/30
"Downer","_CLOSED_BO_Auckland - Pacific Rise","Commercial Office Space","L9.DUN.300765","883","","","7A Pacific Rise","Mt Wellington","Auckland","1060","New Zealand","Auckland City","New Zealand",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,2017/06/30
"Downer","_CLOSED_BO_Beenleigh (LWA)","Other",,"135",,"","Levels 1, 3 & 5, 106 City Rd","Beenleigh","QLD","4207","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-27.715123","153.20235",,,2017/06/30
"Downer","_CLOSED_BO_Beenleigh (LWA)","Other",,"135",,"","Levels 1, 3 & 5, 106 City Rd","Beenleigh","QLD","4207","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Downer","100.0000",,,"Portfolio","-27.715123","153.20235",,,2017/06/30
"Downer","_CLOSED_BO_Beenleigh Shopfront (LWA)","Other",,"138","","","Shop 108A, 58 Manila St","Beenleigh","QLD","4207","Australia","Queensland","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-27.714681","153.199807",,,2017/06/30
"Downer","_CLOSED_BO_Bega (Carp St)","Other","L9.J.17010532","141","","","Shop 6, 185A Carp St","Bega","NSW","2550","AUSTRALIA","New South Wales","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Social Infra","Downer","100.0000",,,"Classification","-36.673642","149.842283",,,2017/06/30
"Downer","_CLOSED_BO_Bega (Swan St)","Other","L9.J.17012661","140","","","1-3 Swan St","Bega","NSW","2550","Australia","New South Wales","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-36.673505","149.837551",,,2017/06/30
"Downer","_CLOSED_BO_Belmont (Perth)","Other","","151","","","Unit 4/93 Francisco St","Belmont","WA","6104","Australia","Western Australia","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-31.956195","115.919988",,,2017/06/30
"Downer","_CLOSED_BO_Kawerau","Other","L9.S.26018029","893","","","4a Manukorihi Drive","Kawerau",,"3169","New Zealand","Bay of Plenty","New Zealand",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,2017/06/30
"Downer","_CLOSED_BO_Mackay","Other","","315","","","Level 1, 38 Wellington St","Mackay","QLD","4741","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-21.1433","149.180099",,,2017/06/30
"Downer","_CLOSED_BO_Mackay","Other","","315","","","Level 1, 38 Wellington St","Mackay","QLD","4741","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Downer","100.0000",,,"Portfolio","-21.1433","149.180099",,,2017/06/30
"Downer","_CLOSED_BO_Melbourne (St Kilda Rd)","Other",,"350","","","Level 5, 600 St Kilda Road","Melbourne","VIC","3004","Australia","Victoria","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Social Infra","Downer","100.0000",,,"Classification","-37.850747","144.980049",,,2017/06/30
"Downer","_CLOSED_BO_Melbourne (William St)","Other","","355","","Closed on 1 Nov 2014","Level 5, 277 William St","Melbourne","VIC","3000","Australia","Victoria","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.812386","144.956703",,,2017/06/30
"Downer","_CLOSED_BO_Milton","Other","","365","","","Level 3, 5 Gardner Close","Milton","QLD","4064","Australia","Queensland","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Social Infra","Downer","100.0000",,,"Classification","-27.473357","153.002515",,,2017/06/30
"Downer","_CLOSED_BO_North Sydney","Other","","390","","","Levels 18/19, 40 Mount St","North Sydney","NSW","2060","Australia","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-33.839766","151.209748",,,2017/06/30
"Downer","_CLOSED_BO_Penrose (Auckland)","Other","L9.DNZJ.91135","840","","","8 Hugo Johnston Dr","Penrose, Auckland","","1140","New Zealand","Auckland","New Zealand",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Social Infra","Downer","100.0000",,,"Classification","-36.919977","174.820813",,,2017/06/30
"Downer","_CLOSED_BO_Pymble (Sydney)","Other","L9.DUA.12241","420","","","Building No.1, Level 3, 20 Bridge St","Pymble","NSW","2148","Australia","New South Wales","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Social Infra","Downer","100.0000",,,"Classification","-33.750691","151.144699",,2010/08/16,2017/06/30
"Downer","_CLOSED_BO_South Perth","Other",,"218",,"","Level 3, 85 The Esplande","South Perth","WA","6151","Australia","Western Australia","Australia","Western Australia","Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,2017/06/30
"Downer","_CLOSED_BO_Wellington","Other","","835","","","Ground Floor, 40 Taranaki Street","Wellington","","6011","New Zealand","Wellington","New Zealand",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-41.292016","174.778965",,,2017/06/30
"Downer","_CLOSED_BP Oil NZ Hamilton 45003857","Other","L9.S.26019544","2000005082","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Facilities & Asset Services","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","_CLOSED_BP_Auckland_Cordis Hotel","Construction Site","L9.DNZ.HA0383","5309","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_Auckland_Counties Manukau AMHU STG 2","Construction Site","L9.DNZ.HA0384","5310","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_Auckland_FSNI Head Office","Construction Site","L9.DNZ.HA0385","5311","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_Auckland_POA Car Handling Facility","Construction Site","L9.DNZ.HA0382","5308","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",1899/12/31,,"Classification",,,,,
"Downer","_CLOSED_BP_Auckland_Small Jobs","Operations Center","L9.DNZ.COR","5255","","Projects located at numerous sites throughout Auckland Region - New location established following purchase of Hawkins 2017",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_Central_Farmers Tauranga","Construction Site","L9.DNZ.HC0331","5256","","Project Site - Building Construction - New location established in FY19",,,,,"","Tauranga","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_Central_Kawerau Geothermal Switchroom","Other","L9.DNZ.PLT","5205","","Project Site - Building Construction - New location established following purchase of Hawkins 2037 - Ormat Pacific","Old Coach Road, Paengaroa","Rotorua","Bay of Plenty","3110","New Zealand","Paengaroa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.838121","176.42131","302",2017/08/07,2018/03/31
"Downer","_CLOSED_BP_Central_RHO-Hamilton","Other","L9.DNZ.CEN","5196","","Support services for projects located at numerous sites throughout Central NZ - New location established following purchase of Hawkins 2028","8-10 Charlies Way","Hamilton","Waikato","3110","New Zealand","Hamilton","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.800447","175.25785","301",2017/07/01,
"Downer","_CLOSED_BP_Central_Small Jobs","Operations Center","L9.DNZ.HC0330","5257","","Projects located at numerous sites throughout Central NZ - New location established following purchase of Hawkins 2017",,,,,"","Hamilton","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_South-Island_Christchurch Town Hall Con","Other","L9.DNZ.HS0120","5229","","Project Site - Building Construction - New location established following purchase of Hawkins 2061 - Christchurch City Council","86 Kilmore Street","Christchurch","Canterbury","8041","New Zealand","Christchurch","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-43.5269559","172.63483","302",2017/07/01,
"Downer","_CLOSED_BP_South-Island_RO-Addington","Other","L9.DNZ.SI","5226","","Support services for projects located at numerous sites throughout South Island - New location established following purchase of Hawkins 2058","Unit 14 Barry Hogan Place","Addington","Canterbury","8011","New Zealand","Christchurch","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-43.5406926","172.5997403","301",2017/07/01,
"Downer","_CLOSED_BP_South-Island_Small Jobs","Operations Center","L9.DNZ.HS0140","5259","","Projects located at numerous sites throughout South Island - New location established following purchase of Hawkins 2017",,,,,"","Canterbury","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_SubContractors","Other","L9.DNZ.COR","5320","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_BP_Wellington_NZ Post Podium Reinstatement","Other","L9.DNZ.HW0153","5221","","Project Site - Building Construction - New location established following purchase of Hawkins 2053 - NZ Post Properties","7 Waterloo Quay, Wellington CBD","Wellington","Wellington","6011","New Zealand","Wellington","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-41.280732","174.779368","302",2017/07/01,
"Downer","_CLOSED_BP_Wellington_RO-Wellington","Other","L9.DNZ.WLG","5210","","Support services for projects located at numerous sites throughout Wellington Region - New location established following purchase of Hawkins 2042","265 Wakefield Street, CBD","Wellington","Wellington","6011","New Zealand","Wellington","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-41.292407","174.783133","301",2017/07/01,
