"Associate","Location_Name","Type","Ref_No","Location Ref","Id","Notes","Address","City","State","Postal_Code","Address Country","Region","Country","Alternate Factor Region","Group Level 1","Group Level 2","Group Level 3","Group_Associate","Report_Percent","Effective_From","Effective_To","Group_Type","Latitude","Longitude","ANZSIC Code","Opened On","Closed On"
"Downer","Bitumen Transport - Qantas Dr.","Fleet Fuel","L9.J.170927","361","","Glen Thomson’s Bitumen Transport team
Changed over to this address in October 19","60-62 Qantas Drive","Brisbane Airport","QLD","4008","Australia","Queensland","Australia",,"Bitumen Plants","Bitumen Plants","Bitumen Plants","Downer","100.0000",,,"Portfolio","-27.414474","153.091364","692",,
"Downer","Bitumen Transport - Qantas Dr.","Fleet Fuel","L9.J.170927","361","","Glen Thomson’s Bitumen Transport team
Changed over to this address in October 19","60-62 Qantas Drive","Brisbane Airport","QLD","4008","Australia","Queensland","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-27.414474","153.091364","692",,
"Downer","Blackwater 2018 3Yr Plt","Other","L9.J.8530090","8530090","","",,,,,"","North Ryde","Australia",,"Z_DIVESTED_Y_Non Operational Control","Z_DIVESTED_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification",,,,,
"Downer","Blenheim (29 Old Renwick Road)","Storage / Warehouse","L9.DNZJ.91388","91388","","COR-NZHO.91388-Blenheim (29 Old Renwick Road)
Stables  33 Old Renwick Road  Springlands  Blenheim 7201  Marlborough Region","29 Old Renwick Road","Blenheim","Marlborough","7201","","Marlborough","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Blenheim/Kaikoura Telco Ops","Other","L9.DNZ.810.10.180","10180","","10.18","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Bluescope Hastings","Other","L9.S.16007910","16007910","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bluescope Hastings Overhead","Other","L9.S.14000608","14000608","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bluescope Management Serv Del","Other","L9.S.16012005","16012005","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bluescope Minor Works","Other","L9.J.38225137","38225137","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","BlueScope No.6 BF Early Works","Other","L9.J.38225128","38225128","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bluescope No.6BF ? ECI","Other","L9.J.38225126","38225126","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bluescope Works","Other","L9.J.38225101","38225101","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bluff Hill Watermain","Other","L9.DNZJ.561281","561281","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","BOP Omanawa - 345 Matakokiri Drive, Tauranga","Laboratory","L9.DNZJ.3520","L9.DNZJ.3520","","",,,,,"","Tauranga","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","BOP Overhead","Other","L9.DNZJ.55935","55935","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","BOP People/Plant","Other","L9.DNZJ.66202","66202","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","BOP Plant","Other","L9.DNZJ.66214","66214","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bowen Hills","Other","","3020","","Qld Rail Mayne depot","33 Lanham Street","Bowen Hi,lls","Queensland","4006","Australia","Queensland","Australia",,"Z_DIVESTED_Y_Non Operational Control","Z_DIVESTED_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-27.448","153.0334","239",,
"Downer","BP Fairy Springs","Other","L9.S.26019532","26019532","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","BP Oil NZ Christchurch 45003854","Other","L9.S.26019498","2000005073","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","BP Oil NZ Rotorua 45003857","Other","L9.S.26019532","2000005079","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","BP Oil NZ Tauranga 45003857","Other","L9.S.26019537","2000005081","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","BP Oil NZ Wanganui 45003858","Other","L9.S.26019600","2000005087","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","BP Oil NZ Wellington 45003855","Other","L9.S.26019511","2000005074","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","BRANZ WESTSIDE","Other","L9.DNZ.HW0217","JP_HW0217","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Brendale Production","Other","L9.J.170423","170423","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Brisbane Clean","Other","L9.S.16011363","16011363","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Brisbane Detritus","Other","L9.J.170729","170729","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Brisbane Estate Upkeep","Other","L9.S.16011367","16011367","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Brisbane International Cruise Terminal (BCIT)","Terminal","","","","",,,,,"","Queensland","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Brisbane Land","Other","L9.S.16011364","16011364","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","BRISBANE PROJECTS O'HEADS","Other","L9.DNZJ.8115","-352113380","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Brisbane Range & Training","Other","L9.S.16011366","16011366","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Brisbane Transport","Other","L9.S.16011370","16011370","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Broadcast Works","Other","L9.EMS.410.10251","10251","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","BSS Pre-Contracts & Development","Other","L9.J.170949","170949","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Build Services Leadership","Other","L9.DNZJ.10088","10088","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bulga Hunter Valley","Other","L9.J.38235005","38235005","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Bunbury","Warehouse","L9.J.382703","ASV-382703","32","","9 Stokes Way","Davenport","WA","6230","Australia","Western Australia","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-33.363949","115.680149","692",,2024/06/23
"Downer","Burnham Cleaning Serv Delivery","Other","L9.S.26016949","26016949","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Burnham Grounds Service Delivery","Other","L9.S.26016951","26016951","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Burnham Operations 45003019","Other","L9.S.26016948","2000004650","","","Canterbury, Selwyn, Burnham, Russell Rd (Burnham Camp)","Wiri","Burnham","7677","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Business Segment QLD OH Trial","Other","L9.J.23440078","23440078","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Business Support EU Subcontractors","Other","L9.DNZ.810.10.257","L9.DNZ.810.10.257","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","C&J 3 Water","Site","L9.DNZ.810.20907","10125","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","C1057 Road Maint. Services","Other","L9.DNZJ.551970","551970","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","C2090 5 KEY BRIDGES","Other","L9.J.17030204","17030204","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","C2C-D2 COOROY TO CURRA PACK 2","Other","L9.J.17093066","17093066","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Cairns Clean","Other","L9.S.16011394","16011394","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Cairns Estate Upkeep","Other","L9.S.16011398","16011398","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Cairns Land","Other","L9.S.16011395","16011395","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Cairns Regional - Water Mtring Ser","Other","L9.S.16013428","16013428","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Cairns Transport","Other","L9.S.16011401","16011401","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Calder Park Construction","Construction Site","L9.J.70800008","70800008","","Assign to RTS-706.776.791.726 - Proj Mgmt CMPS (Calder Park); RTS-70800008 - HCMT MSA, I&C Parent",,,,,"","Victoria","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Rail & Transit Systems (RTS)","Downer","100.0000",,2025/11/30,"Classification",,,,,
"Downer","Calder Park Light Service Facility","Depot","L9.J.70800008","L9.J.70800008","","",,,,,"","Melbourne","Australia",,"Operational Control","Operational Control","Rail & Transit Systems (RTS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CALLAGHAN LIBRARY REFURBISHMNT","Other","L9.DNZ.HW0230","JP_HW0230","","","70 Molesworth Street","Thorndon","Wellington","6011","New Zealand","Wellington","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-41.2767","174.7785",,,
"Downer","Cameron Road JV","Public Facility","L9.DNZJ.559609","559609","","TI-NZT-559609 - Cameron Road JV Roadmarking",,,,,"","Tauranga","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Campbell Park/ADFA Estate Upkeep","Other","L9.S.16011451","16011451","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canberra Training Bases Clean","Other","L9.S.16011457","16011457","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canberra Training Bases Est. Upkeep","Other","L9.S.16011461","16011461","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canberra Training Bases Land","Other","L9.S.16011458","16011458","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canberra Training Bases Mgt","Other","L9.S.16011456","16011456","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canberra Training Bases Range&Trng","Other","L9.S.16011460","16011460","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canberra Training Bases Transport","Other","L9.S.16011464","16011464","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canning Vale","Office","L9.J.10920016","COR-10920016","L9 INX Workgroup","L9 INX Workgroup",,,,,"","Western Australia","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","Canning Vale Minor Works","Depot","L9.J.301305","2005","37","","9 Modal Crescent","Canning Vale","WA","6155","Australia","Western Australia","Australia",,"ADS Backup","ADS Backup","ADS Backup","Downer","100.0000",,,"Portfolio","-32.0704","115.912018","692",,
"Downer","Canning Vale Minor Works","Depot","L9.J.301305","2005","37","","9 Modal Crescent","Canning Vale","WA","6155","Australia","Western Australia","Australia",,"Operational Control","Operational Control","Asset & Development Services (Baseline)","Downer","100.0000",,2023/06/30,"Classification","-32.0704","115.912018","692",,
"Downer","Canning Vale Minor Works","Depot","L9.J.301305","2005","37","","9 Modal Crescent","Canning Vale","WA","6155","Australia","Western Australia","Australia",,"Z_DIVESTED_Operational Control","Z_DIVESTED_Operational Control","Asset & Development Services (FY24 & Beyond)","Downer","100.0000",2023/07/01,,"Classification","-32.0704","115.912018","692",,
"Downer","Cannington Emulsion","Other","L9.J.170926","170926","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Cannington Emulsion Plant","Emulsion Plant","L9.J.170926","39","","","59-65 Bickley Road","Cannington","WA","6107","Australia","Western Australia","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-32.023","115.949","170",,
"Downer","Canterbury Overhead","Other","L9.DNZJ.54942","54942","","TI-NZT-54942 - Canterbury Overhead",,,,,"","Canterbury","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canterbury People/Plant OSM","Other","L9.DNZJ.66200","66200","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Canterbury Plant OSM","Other","L9.DNZJ.66212","66212","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canterbury-Cap Asphalt 16/17","Other","L9.DNZJ.554217","554217","","",,,,,"","Canterbury","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canungra Clean","Other","L9.S.16011373","16011373","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canungra Estate Upkeep","Other","L9.S.16011377","16011377","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canungra Land","Other","L9.S.16011374","16011374","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canungra Range & Training","Other","L9.S.16011376","16011376","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Canungra Transport","Other","L9.S.16011380","16011380","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Capability","Other","L9.J.170842","170842","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Capital Coast Kenepuru - 45002542","Other","L9.S.24000126","2000004522","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Cardiff - Rail","Depot","L9.J.709301","3004","42","","460 Main Road","Glendale","NSW","2285","Australia","New South Wales","Australia",,"Operational Control","Operational Control","Rail & Transit Systems (RTS)","Downer","100.0000",,,"Classification","-32.93","151.648","239",,
"Downer","CARDIFF FACILITIES MAINTENANCE","Other","L9.J.709310","709310","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Rail & Transit Systems (RTS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CARDIFF OVERHEADS","Other","L9.J.709301","709301","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Rail & Transit Systems (RTS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CAT Facility Maint Electrician","Other","L9.S.16016454","16016454","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Catering - NSW","Other","","9135","","",,,,,"","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CATHLAB 1 FITOUT","Other","L9.DNZ.HC0353","JP_HC0353","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","CB103-Stockland Mob","Other","L9.S.16018077","16018077","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CCA NZ (FM) 45003859","Other","L9.S.24000333","2000005088","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CCANZ Overhead","Other","L9.S.24000333","24000333","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CCC Water Main Renewals Ilam","Other","L9.DNZJ.DS2664","JP_DS2664","","","532 Blenheim Road","Sockburn","Christchurch","8042","New Zealand","Christchurch","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-43.539","172.5588",,,
"Downer","CCEP NSW Ops Mgmt Serv Del","Other","L9.S.16012455","16012455","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CCEP VIC Operations Serv Del","Other","L9.S.16012464","16012464","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Ceduna","Depot","L9.J.170251","","","","8 Eyre Highway","Ceduna","SA","5690","Australia","New South Wales","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Ceduna","Depot","L9.J.170251","","","","8 Eyre Highway","Ceduna","SA","5690","Australia","New South Wales","Australia",,"Road Services","RSV-174 - DM Roads","SA Road Maintenance Contract (North)","Downer","100.0000",,,"Portfolio",,,,,
"Downer","Cell Towers","Other","L9.DNZJ.91999","91999","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Central Coast - Water Mtr Serv","Other","L9.S.16013425","16013425","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Central Corrections","Other","L9.DNZ.810.10.133","10133","","10.133","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Central CorrectionsDEL","Other","L9.DNZJ.10133","10133","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Central Food AOR","Other","L9.S.26019477","2000005065","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Central Hawkes Bay (2020) -RCM","Other","L9.DNZJ.55197","55197","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Central Otago Telco Ops","Other","L9.DNZ.810.10.124","10124","","10.124","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Central Region Bundle 1","Other","L9.J.37740130","37740130","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Central Regional","Other","L9.DNZ.810.10.134","10134","","10.134","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Central RegionalDEL","Other","L9.DNZJ.10134","10134","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CH0102-Orange SD Security","Other","L9.S.16016300","16016300","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Channel Island C6 Overhaul","Other","L9.J.38210069","38210069","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Chatham Islands Airport - L&S","Other","L9.DNZJ.DS2668","JP_DS2668","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","ChCh EQ SCIRT Work","Other","L9.DNZJ.8150","8150","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","CHCH PERFORMING ARTS PRECINCT","Other","L9.DNZ.HS0164","JP_HS0164","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","ChCh Plant","Asphalt Plant","L9.DNZJ.8103","8103","","","397 McLeans Island Road","McLeans Island","Christchurch","8051","New Zealand","Manurewa","New Zealand",,"Asphalt Plants","Asphalt Plants","Asphalt Plants","Downer","100.0000",,,"Portfolio","-37.0083","174.8705",,,
"Downer","ChCh Plant","Asphalt Plant","L9.DNZJ.8103","8103","","","397 McLeans Island Road","McLeans Island","Christchurch","8051","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Chevron EU Subcontractors","Other","L9.ENG.360.12905","L9.ENG.360.12905","","",,,,,"","North Ryde","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Chevron FM Wheatstone","Other","L9.J.38200016","38200016","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Chinchilla Banana Bridge Substatn","Other","L9.J.37130001","37130001","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Chinchilla BESS","Other","L9.J.37740098","37740098","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Chinderah Spray Services","Other","L9.J.170781","170781","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
